V3_BL_n	V4_BL
1.2	-1.8E-05
1.1800000000000002	-1.8E-05
1.1600000000000001	-1.6E-05
1.1400000000000001	-1.8E-05
1.12	-1.9999999999999998E-05
1.1	-2.2E-05
1.08	-1.8E-05
1.06	-1.9999999999999998E-05
1.04	-1.8E-05
1.02	-1.8E-05
1	-1.8E-05
0.98000000000000009	-1.9999999999999998E-05
0.96000000000000008	-1.9999999999999998E-05
0.94000000000000006	-1.9999999999999998E-05
0.92	-1.8E-05
0.9	-1.6E-05
0.88	-1.8E-05
0.86	-1.9999999999999998E-05
0.84000000000000008	-1.8E-05
0.82000000000000006	-1.8E-05
0.8	-1.8E-05
0.78	-1.9999999999999998E-05
0.76	-1.8E-05
0.74	-1.6E-05
0.72000000000000008	-1.8E-05
0.70000000000000007	-1.8E-05
0.68	-1.8E-05
0.66	-1.8E-05
0.64	-1.8E-05
0.62	-1.8E-05
0.6	-1.8E-05
0.58000000000000007	-1.8E-05
0.56	-1.9999999999999998E-05
0.54	-1.8E-05
0.52	-1.8E-05
0.5	-1.6E-05
0.48000000000000004	-8E-06
0.46	-6E-06
0.44	-8E-06
0.42000000000000004	-1.4E-05
0.4	-1.9999999999999998E-05
0.38	-1.6E-05
0.36000000000000004	1.4E-05
0.34	0.000174
0.32	0.001258
0.3	0.010674
0.28	0.95944199999999991
0.26	0.90635
0.24000000000000002	0.906362
0.22	0.90631
0.2	0.90628
0.18000000000000002	0.906284
0.16	0.906242
0.14	0.90624399999999994
0.12000000000000001	0.906292
0.1	0.906184
0.08	0.906204
0.060000000000000005	0.90623999999999993
0.04	0.90623199999999993
0.02	0.906172
0	0.90615799999999991
