V3_BL_n	V4_BL
1.2	-1.6E-05
1.1800000000000002	-9.9999999999999991E-06
1.1600000000000001	-8E-06
1.1400000000000001	-1.2E-05
1.12	-1.4E-05
1.1	-1.2E-05
1.08	-9.9999999999999991E-06
1.06	-9.9999999999999991E-06
1.04	-1.2E-05
1.02	-1.2E-05
1	-9.9999999999999991E-06
0.98000000000000009	-9.9999999999999991E-06
0.96000000000000008	-1.2E-05
0.94000000000000006	-1.2E-05
0.92	-1.2E-05
0.9	-9.9999999999999991E-06
0.88	-1.2E-05
0.86	-1.2E-05
0.84000000000000008	-9.9999999999999991E-06
0.82000000000000006	-1.2E-05
0.8	-1.4E-05
0.78	-1.2E-05
0.76	-1.2E-05
0.74	-1.4E-05
0.72000000000000008	-1.4E-05
0.70000000000000007	-1.2E-05
0.68	-9.9999999999999991E-06
0.66	-9.9999999999999991E-06
0.64	-1.2E-05
0.62	-1.2E-05
0.6	-1.2E-05
0.58000000000000007	-1.2E-05
0.56	-1.2E-05
0.54	-1.4E-05
0.52	-1.4E-05
0.5	-9.9999999999999991E-06
0.48000000000000004	-1.2E-05
0.46	-1.4E-05
0.44	-1.4E-05
0.42000000000000004	-1.4E-05
0.4	-1.4E-05
0.38	-1.6E-05
0.36000000000000004	-1.9999999999999998E-05
0.34	-1.9999999999999998E-05
0.32	-1.8E-05
0.3	-1.8E-05
0.28	-9.9999999999999991E-06
0.26	3.2E-05
0.24000000000000002	0.000214
0.22	0.0010999999999999999
0.2	0.005666
0.18000000000000002	1.1441459999999999
0.16	0.913616
0.14	0.913422
0.12000000000000001	0.9134
0.1	0.91334799999999994
0.08	0.913314
0.060000000000000005	0.913362
0.04	0.91328999999999994
0.02	0.91335199999999994
0	0.91323599999999994
